repo_id,repo_name,query,title,link,collected_at
BR-EST-0007,UEMA Repositório,bebida,Desenvolvimento de Bebida Alcoólica Fermentada de Criviri (Mouriri guianensis) – “Crivichaça”,https://repositorio.uema.br/handle/123456789/5383,2026-02-12T10:03:13-03:00
BR-EST-0007,UEMA Repositório,bebida,Desenvolvimento de bebida alcoólica fermentada de criviri (mouriri guianensis) – “crivichaça”,https://repositorio.uema.br/handle/123456789/5413,2026-02-12T10:03:13-03:00
BR-EST-0007,UEMA Repositório,bebida,Avaliação do consumo de bebidas alcoólicas entre estudantes Universitários: uma revisão prospectiva,https://repositorio.uema.br/handle/123456789/2688,2026-02-12T10:03:13-03:00
BR-EST-0007,UEMA Repositório,bebida,Treinamento e Desenvolvimento como estratégia no aumento da performance organizacional: um estudo de caso da empresa JF venda e distribuição de bebidas Ltda,https://repositorio.uema.br/handle/123456789/2868,2026-02-12T10:03:13-03:00
BR-EST-0007,UEMA Repositório,bebida,O uso habitual do álcool por policiais militares do 8º BPM: implicações físicas e mentais na vida laboral do policial militar,https://repositorio.uema.br/handle/123456789/2648,2026-02-12T10:03:13-03:00
BR-EST-0007,UEMA Repositório,bebida,"Projeto de automação de uma caldeira industrial usando CLP, IHM e a linguagem Ladder: estudo de caso em uma fábrica de bebidas",https://repositorio.uema.br/handle/123456789/4822,2026-02-12T10:03:13-03:00
BR-EST-0007,UEMA Repositório,bebida,Cachaça com identidade amazônica: avaliação sensorial do extrato da  casca do fruto de Mouriri guianensis,https://repositorio.uema.br/handle/123456789/5403,2026-02-12T10:03:13-03:00
BR-EST-0007,UEMA Repositório,bebida,"Avaliação sensorial, físico-química e microbiologica de bebida láctea de leite de búfala saborizada com abacaxi da variedade turiaçu (Ananas comosus)",https://repositorio.uema.br/handle/123456789/4721,2026-02-12T10:03:13-03:00
BR-EST-0007,UEMA Repositório,bebida,Gerenciamento de riscos em eventos culturais com multidões em locais públicos: um estudo sobre os riscos existentes no carnaval de rua do circuito da Avenida Beira-Mar em 2023,https://repositorio.uema.br/handle/123456789/2258,2026-02-12T10:03:13-03:00
BR-EST-0007,UEMA Repositório,bebida,Alimentos comercializados por ambulantes da praça Deodoro e da feira da Cidade Operária: uma questão de segurança dos alimentos,https://repositorio.uema.br/handle/123456789/1037,2026-02-12T10:03:13-03:00
BR-EST-0007,UEMA Repositório,bebida,Acidentes de trânsito na região metropolitana de São Luís: uma análise das ocorrências atendidas pelo Corpo de Bombeiros Militar do Maranhão,https://repositorio.uema.br/handle/123456789/956,2026-02-12T10:03:13-03:00
BR-EST-0007,UEMA Repositório,bebida,Edificações históricas no centro de São Luís: importância da prevenção contra incêndio e pânico no Mercado das Tulhas,https://repositorio.uema.br/handle/123456789/1106,2026-02-12T10:03:13-03:00
BR-EST-0007,UEMA Repositório,bebida,A poesia marginal como sinal de resistência na década de 70,https://repositorio.uema.br/handle/123456789/5675,2026-02-12T10:03:13-03:00
BR-EST-0007,UEMA Repositório,bebida,Avaliação de rotulagem de alimentos para lactentes e crianças de primeira infância no município de São Bento-MA,https://repositorio.uema.br/handle/123456789/2537,2026-02-12T10:03:13-03:00
BR-EST-0007,UEMA Repositório,bebida,Anteprojeto de um bar-restaurante em São Luís-MA,https://repositorio.uema.br/handle/123456789/4000,2026-02-12T10:03:13-03:00
BR-EST-0007,UEMA Repositório,bebida,Prevalência de fatores de risco para doenças cardiovasculares entre estudantes universitários,https://repositorio.uema.br/handle/123456789/5794,2026-02-12T10:03:13-03:00
BR-EST-0007,UEMA Repositório,bebida alcoolica,Desenvolvimento de Bebida Alcoólica Fermentada de Criviri (Mouriri guianensis) – “Crivichaça”,https://repositorio.uema.br/handle/123456789/5383,2026-02-12T10:03:15-03:00
BR-EST-0007,UEMA Repositório,bebida alcoolica,Desenvolvimento de bebida alcoólica fermentada de criviri (mouriri guianensis) – “crivichaça”,https://repositorio.uema.br/handle/123456789/5413,2026-02-12T10:03:15-03:00
BR-EST-0007,UEMA Repositório,bebida alcoolica,Avaliação do consumo de bebidas alcoólicas entre estudantes Universitários: uma revisão prospectiva,https://repositorio.uema.br/handle/123456789/2688,2026-02-12T10:03:15-03:00
BR-EST-0007,UEMA Repositório,bebida alcoolica,O uso habitual do álcool por policiais militares do 8º BPM: implicações físicas e mentais na vida laboral do policial militar,https://repositorio.uema.br/handle/123456789/2648,2026-02-12T10:03:15-03:00
